uniprotkb:Q570C0	uniprotkb:P93830	intact:EBI-307183|uniprotkb:O24660|uniprotkb:A5YZP2|uniprotkb:B2CVU0	intact:EBI-632243|uniprotkb:O49162	psi-mi:tir1_arath(display_long)|uniprotkb:TIR1(gene name)|psi-mi:TIR1(display_short)|uniprotkb:FBL1(gene name synonym)|uniprotkb:WEI1(gene name synonym)|uniprotkb:T20O10.80(orf name)|uniprotkb:At3g62980(locus name)|uniprotkb:Weak ethylene-insensitive protein 1(gene name synonym)	psi-mi:iaa17_arath(display_long)|uniprotkb:Indoleacetic acid-induced protein 17(gene name synonym)|uniprotkb:Auxin response 3(gene name synonym)|uniprotkb:IAA17(gene name)|psi-mi:IAA17(display_short)|uniprotkb:AXR3(gene name synonym)|uniprotkb:At1g04250(locus name)|uniprotkb:F19P19.31(orf name)	psi-mi:"MI:0096"(pull down)	Gray et al. (2001)	pubmed:11713520	taxid:3702(arath)|taxid:3702("Arabidopsis thaliana (Mouse-ear cress)")	taxid:3702(arath)|taxid:3702("Arabidopsis thaliana (Mouse-ear cress)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1771437	intact-miscore:0.40
uniprotkb:Q570C0	uniprotkb:Q38825	intact:EBI-307183|uniprotkb:O24660|uniprotkb:A5YZP2|uniprotkb:B2CVU0	intact:EBI-602959|uniprotkb:Q8LAK1	psi-mi:tir1_arath(display_long)|uniprotkb:TIR1(gene name)|psi-mi:TIR1(display_short)|uniprotkb:FBL1(gene name synonym)|uniprotkb:WEI1(gene name synonym)|uniprotkb:T20O10.80(orf name)|uniprotkb:At3g62980(locus name)|uniprotkb:Weak ethylene-insensitive protein 1(gene name synonym)	psi-mi:iaa7_arath(display_long)|uniprotkb:Indoleacetic acid-induced protein 7(gene name synonym)|uniprotkb:Auxin resistant 2(gene name synonym)|uniprotkb:IAA7(gene name)|psi-mi:IAA7(display_short)|uniprotkb:AXR2(gene name synonym)|uniprotkb:At3g23050(locus name)|uniprotkb:MXC7.8(orf name)	psi-mi:"MI:0096"(pull down)	Gray et al. (2001)	pubmed:11713520	taxid:3702(arath)|taxid:3702("Arabidopsis thaliana (Mouse-ear cress)")	taxid:3702(arath)|taxid:3702("Arabidopsis thaliana (Mouse-ear cress)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1771454	intact-miscore:0.58
uniprotkb:Q38825	uniprotkb:Q570C0	intact:EBI-602959|uniprotkb:Q8LAK1	intact:EBI-307183|uniprotkb:O24660|uniprotkb:A5YZP2|uniprotkb:B2CVU0	psi-mi:iaa7_arath(display_long)|uniprotkb:Indoleacetic acid-induced protein 7(gene name synonym)|uniprotkb:Auxin resistant 2(gene name synonym)|uniprotkb:IAA7(gene name)|psi-mi:IAA7(display_short)|uniprotkb:AXR2(gene name synonym)|uniprotkb:At3g23050(locus name)|uniprotkb:MXC7.8(orf name)	psi-mi:tir1_arath(display_long)|uniprotkb:TIR1(gene name)|psi-mi:TIR1(display_short)|uniprotkb:FBL1(gene name synonym)|uniprotkb:WEI1(gene name synonym)|uniprotkb:T20O10.80(orf name)|uniprotkb:At3g62980(locus name)|uniprotkb:Weak ethylene-insensitive protein 1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gray et al. (2001)	pubmed:11713520	taxid:3702(arath)|taxid:3702("Arabidopsis thaliana (Mouse-ear cress)")	taxid:3702(arath)|taxid:3702("Arabidopsis thaliana (Mouse-ear cress)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1771472	intact-miscore:0.58
uniprotkb:P93830	uniprotkb:Q570C0	intact:EBI-632243|uniprotkb:O49162	intact:EBI-307183|uniprotkb:O24660|uniprotkb:A5YZP2|uniprotkb:B2CVU0	psi-mi:iaa17_arath(display_long)|uniprotkb:Indoleacetic acid-induced protein 17(gene name synonym)|uniprotkb:Auxin response 3(gene name synonym)|uniprotkb:IAA17(gene name)|psi-mi:IAA17(display_short)|uniprotkb:AXR3(gene name synonym)|uniprotkb:At1g04250(locus name)|uniprotkb:F19P19.31(orf name)	psi-mi:tir1_arath(display_long)|uniprotkb:TIR1(gene name)|psi-mi:TIR1(display_short)|uniprotkb:FBL1(gene name synonym)|uniprotkb:WEI1(gene name synonym)|uniprotkb:T20O10.80(orf name)|uniprotkb:At3g62980(locus name)|uniprotkb:Weak ethylene-insensitive protein 1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gray et al. (2001)	pubmed:11713520	taxid:3702(arath)|taxid:3702("Arabidopsis thaliana (Mouse-ear cress)")	taxid:3702(arath)|taxid:3702("Arabidopsis thaliana (Mouse-ear cress)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1771483	intact-miscore:0.40
uniprotkb:Q570C0	intact:EBI-1771591	intact:EBI-307183|uniprotkb:O24660|uniprotkb:A5YZP2|uniprotkb:B2CVU0	-	psi-mi:tir1_arath(display_long)|uniprotkb:TIR1(gene name)|psi-mi:TIR1(display_short)|uniprotkb:FBL1(gene name synonym)|uniprotkb:WEI1(gene name synonym)|uniprotkb:T20O10.80(orf name)|uniprotkb:At3g62980(locus name)|uniprotkb:Weak ethylene-insensitive protein 1(gene name synonym)	psi-mi:iaa-arath-pep(display_short)|psi-mi:EBI-1771591(display_long)	psi-mi:"MI:0096"(pull down)	Kepinski et al. (2004)	pubmed:15295098|imex:IM-18888	taxid:3702(arath)|taxid:3702("Arabidopsis thaliana (Mouse-ear cress)")	taxid:3702(arath)|taxid:3702("Arabidopsis thaliana (Mouse-ear cress)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-1771618|imex:IM-18888-1	intact-miscore:0.40
uniprotkb:Q38822	uniprotkb:Q570C0	intact:EBI-307174|uniprotkb:O04741	intact:EBI-307183|uniprotkb:O24660|uniprotkb:A5YZP2|uniprotkb:B2CVU0	psi-mi:iaa3_arath(display_long)|uniprotkb:IAA3(gene name)|psi-mi:IAA3(display_short)|uniprotkb:SHY2(gene name synonym)|uniprotkb:At1g04240(locus name)|uniprotkb:F19P19.32(orf name)|uniprotkb:Indoleacetic acid-induced protein 3(gene name synonym)|uniprotkb:Short hypocotyl(gene name synonym)|uniprotkb:Suppressor of HY2(gene name synonym)	psi-mi:tir1_arath(display_long)|uniprotkb:TIR1(gene name)|psi-mi:TIR1(display_short)|uniprotkb:FBL1(gene name synonym)|uniprotkb:WEI1(gene name synonym)|uniprotkb:T20O10.80(orf name)|uniprotkb:At3g62980(locus name)|uniprotkb:Weak ethylene-insensitive protein 1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Tian et al. (2003)	pubmed:14617065	taxid:3702(arath)|taxid:3702("Arabidopsis thaliana (Mouse-ear cress)")	taxid:3702(arath)|taxid:3702("Arabidopsis thaliana (Mouse-ear cress)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-307193	intact-miscore:0.40
uniprotkb:Q9XFM0	uniprotkb:Q570C0	intact:EBI-3133404|uniprotkb:Q9S9V6	intact:EBI-307183|uniprotkb:O24660|uniprotkb:A5YZP2|uniprotkb:B2CVU0	psi-mi:iaa28_arath(display_long)|uniprotkb:IAA28(gene name)|psi-mi:IAA28(display_short)|uniprotkb:Indoleacetic acid-induced protein 28(gene name synonym)|uniprotkb:T1N24.24(orf name)|uniprotkb:F18A17.6(orf name)|uniprotkb:At5g25890(locus name)	psi-mi:tir1_arath(display_long)|uniprotkb:TIR1(gene name)|psi-mi:TIR1(display_short)|uniprotkb:FBL1(gene name synonym)|uniprotkb:WEI1(gene name synonym)|uniprotkb:T20O10.80(orf name)|uniprotkb:At3g62980(locus name)|uniprotkb:Weak ethylene-insensitive protein 1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Vernoux et al. (2011)	imex:IM-15409|pubmed:21734647	taxid:3702(arath)|taxid:3702("Arabidopsis thaliana (Mouse-ear cress)")	taxid:3702(arath)|taxid:3702("Arabidopsis thaliana (Mouse-ear cress)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-4305926|imex:IM-15409-434	intact-miscore:0.40
uniprotkb:Q570C0	uniprotkb:Q9FML2	intact:EBI-307183|uniprotkb:O24660|uniprotkb:A5YZP2|uniprotkb:B2CVU0	intact:EBI-639608|uniprotkb:Q9FVE5	psi-mi:tir1_arath(display_long)|uniprotkb:TIR1(gene name)|psi-mi:TIR1(display_short)|uniprotkb:FBL1(gene name synonym)|uniprotkb:WEI1(gene name synonym)|uniprotkb:T20O10.80(orf name)|uniprotkb:At3g62980(locus name)|uniprotkb:Weak ethylene-insensitive protein 1(gene name synonym)	psi-mi:hda6_arath(display_long)|uniprotkb:HDA6(gene name)|psi-mi:HDA6(display_short)|uniprotkb:RPD3B(gene name synonym)|uniprotkb:MDC12.7(orf name)|uniprotkb:At5g63110(locus name)	psi-mi:"MI:0018"(two hybrid)	Devoto et al. (2002)	pubmed:12445118	taxid:3702(arath)|taxid:3702("Arabidopsis thaliana (Mouse-ear cress)")	taxid:3702(arath)|taxid:3702("Arabidopsis thaliana (Mouse-ear cress)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-639676	intact-miscore:0.37
uniprotkb:Q570C0	uniprotkb:P10798	intact:EBI-307183|uniprotkb:O24660|uniprotkb:A5YZP2|uniprotkb:B2CVU0	intact:EBI-639640|uniprotkb:Q9FF21	psi-mi:tir1_arath(display_long)|uniprotkb:TIR1(gene name)|psi-mi:TIR1(display_short)|uniprotkb:FBL1(gene name synonym)|uniprotkb:WEI1(gene name synonym)|uniprotkb:T20O10.80(orf name)|uniprotkb:At3g62980(locus name)|uniprotkb:Weak ethylene-insensitive protein 1(gene name synonym)	psi-mi:rbs3b_arath(display_long)|uniprotkb:RBCS-3B(gene name)|psi-mi:RBCS-3B(display_short)|uniprotkb:ATS3B(gene name synonym)|uniprotkb:At5g38410(locus name)|uniprotkb:MXI10.13(orf name)	psi-mi:"MI:0018"(two hybrid)	Devoto et al. (2002)	pubmed:12445118	taxid:3702(arath)|taxid:3702("Arabidopsis thaliana (Mouse-ear cress)")	taxid:3702(arath)|taxid:3702("Arabidopsis thaliana (Mouse-ear cress)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-639712	intact-miscore:0.37
uniprotkb:Q39255	uniprotkb:Q570C0	intact:EBI-532357|uniprotkb:P92992	intact:EBI-307183|uniprotkb:O24660|uniprotkb:A5YZP2|uniprotkb:B2CVU0	psi-mi:skp1a_arath(display_long)|uniprotkb:UFO-binding protein 1(gene name synonym)|uniprotkb:SKP1(gene name synonym)|uniprotkb:UIP1(gene name synonym)|uniprotkb:At1g75950(locus name)|uniprotkb:T4O12.17(orf name)|uniprotkb:SKP1A(gene name)|psi-mi:SKP1A(display_short)|uniprotkb:ASK1(gene name synonym)	psi-mi:tir1_arath(display_long)|uniprotkb:TIR1(gene name)|psi-mi:TIR1(display_short)|uniprotkb:FBL1(gene name synonym)|uniprotkb:WEI1(gene name synonym)|uniprotkb:T20O10.80(orf name)|uniprotkb:At3g62980(locus name)|uniprotkb:Weak ethylene-insensitive protein 1(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Gray et al. (1999)	pubmed:10398681	taxid:3702(arath)|taxid:3702("Arabidopsis thaliana (Mouse-ear cress)")	taxid:3702(arath)|taxid:3702("Arabidopsis thaliana (Mouse-ear cress)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-591525	intact-miscore:0.63
